Ref. no.,MedConTaCCt_ref,no_of_artifacts,Archaeological excavation,Interpretation of the context,Site,GEO1: town/city/site,GEOCoordinates1,GEOCoordinates2,GEO2_province_region,GEO3_Country,Mining_District,Mine/outcrop,OutcropCoordinates1,OutcropCoordinates2,Main ore,Material,Type_of_object,Typology,Stamps/seals/marks,Period,Chron_production_1,Chron_production_2,Chron_arch_context_1,Chron_arch_context_2,XRF,XRD,RX-EDS,ID-TIMS,TIMS,ICP-MS,LA-ICP-MS,MC-ICP-MS,206Pb/204Pb,SD/ERROR,207Pb/204Pb,SD/ERROR1,208Pb/204Pb,SD/ERROR2,207Pb/206Pb,SD/ERROR3,208Pb/206Pb,SD/ERROR4,tmod,mu12,kappa12,Lab. Analysis,Reference archaeometric publication,Observations
D-136/1,LEAD00076,1,,,Dorsten-Holsterhausen ,Dorsten,51.68035,6.95462,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,,,Roman Empire,,,-30,500,,,,,,,,X,18.347,,15.599,,38.28,,0.8503,,2.087,,,,,,Bode et al. 2009: 177-194,
D-136/3,LEAD00077,1,,,Dorsten-Holsterhausen ,Dorsten,51.68035,6.95462,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Slag / Melting waste,,,Roman Empire,,,-30,500,,,,,,,,X,18.329,,15.609,,38.339,,0.8516,,2.092,,,,,,Bode et al. 2009: 177-194,
D-136/4,LEAD00078,1,,,Dorsten-Holsterhausen ,Dorsten,51.68035,6.95462,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Slag / Melting waste,,,Roman Empire,,,-30,500,,,,,,,,X,18.315,,15.612,,38.305,,0.8524,,2.091,,,,,,Bode et al. 2009: 177-194,
D-136/5,LEAD00079,1,,,Dorsten-Holsterhausen ,Dorsten,51.68035,6.95462,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Slag / Melting waste,,,Roman Empire,,,-30,500,,,,,,,,X,18.379,,15.609,,38.346,,0.8493,,2.087,,,,,,Bode et al. 2009: 177-194,
D-136/6,LEAD00080,1,,,Dorsten-Holsterhausen ,Dorsten,51.68035,6.95462,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Weight,central hole,,Roman Empire,,,-30,500,,,,,,,,X,18.217,,15.588,,38.134,,0.8556,,2.093,,,,,,Bode et al. 2009: 177-194,
D-136/7,LEAD00081,1,,,Dorsten-Holsterhausen ,Dorsten,51.68035,6.95462,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,,,Roman Empire,,,-30,500,,,,,,,,X,18.369,,15.612,,38.339,,0.8499,,2.087,,,,,,Bode et al. 2009: 177-194,
D-136/8,LEAD00082,1,,,Dorsten-Holsterhausen ,Dorsten,51.68035,6.95462,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Spindle whorl,,,Roman Empire,,,-30,500,,,,,,,,X,18.242,,15.594,,38.146,,0.8549,,2.091,,,,,,Bode et al. 2009: 177-194,
D-136/9,LEAD00083,1,,,Dorsten-Holsterhausen ,Dorsten,51.68035,6.95462,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Weight,,,Roman Empire,,,-30,500,,,,,,,,X,18.427,,15.606,,38.351,,0.8469,,2.081,,,,,,Bode et al. 2009: 177-194,
D-136/11,LEAD00084,1,,,Dorsten-Holsterhausen ,Dorsten,51.68035,6.95462,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Weight,Cylindrical,,Roman Empire,,,-30,500,,,,,,,,X,18.354,,15.609,,38.337,,0.8505,,2.089,,,,,,Bode et al. 2009: 177-194,
D-136/12,LEAD00085,1,,,Dorsten-Holsterhausen ,Dorsten,51.68035,6.95462,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Weight,,,Roman Empire,,,-30,500,,,,,,,,X,18.362,,15.602,,38.317,,0.8497,,2.087,,,,,,Bode et al. 2009: 177-194,
D-136/13,LEAD00086,1,,,Dorsten-Holsterhausen ,Dorsten,51.68035,6.95462,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,,,Roman Empire,,,-30,500,,,,,,,,X,18.23,,15.593,,38.148,,0.8554,,2.093,,,,,,Bode et al. 2009: 177-194,
D-136/14,LEAD00087,1,,,Dorsten-Holsterhausen ,Dorsten,51.68035,6.95462,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Spindle whorl,,,Roman Empire,,,-30,500,,,,,,,,X,18.327,,15.6,,38.253,,0.8512,,2.087,,,,,,Bode et al. 2009: 177-194,
D-136/15,LEAD00088,1,,,Dorsten-Holsterhausen ,Dorsten,51.68035,6.95462,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,,,Roman Empire,,,-30,500,,,,,,,,X,18.724,,15.662,,38.857,,0.8365,,2.075,,,,,,Bode et al. 2009: 177-194,
D-136/16,LEAD00089,1,,,Dorsten-Holsterhausen ,Dorsten,51.68035,6.95462,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Spindle whorl,,,Roman Empire,,,-30,500,,,,,,,,X,18.311,,15.593,,38.219,,0.8516,,2.087,,,,,,Bode et al. 2009: 177-194,
D-136/17,LEAD00090,1,,,Dorsten-Holsterhausen ,Dorsten,51.68035,6.95462,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Sling bullet,,,Roman Empire,,,-30,500,,,,,,,,X,18.351,,15.594,,38.26,,0.8498,,2.085,,,,,,Bode et al. 2009: 177-194,
D-137/1,LEAD00091,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,Round object with central hole,,Roman Empire,,,-30,500,,,,,,,,X,18.297,,15.13,,38.276,,0.8533,,2.092,,,,,,Bode et al. 2009: 177-194,
D-137/2,LEAD00092,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Slag / Melting waste,,,Roman Empire,,,-30,500,,,,,,,,X,18.374,,15.617,,38.343,,0.8499,,2.087,,,,,,Bode et al. 2009: 177-194,
D-137/3,LEAD00093,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Slag / Melting waste,,,Roman Empire,,,-30,500,,,,,,,,X,18.165,,15.588,,38.075,,0.8582,,2.096,,,,,,Bode et al. 2009: 177-194,
D-137/4,LEAD00094,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Weight,iron handle,,Roman Empire,,,-30,500,,,,,,,,X,18.15,,15.605,,38.312,,0.8497,,2.086,,,,,,Bode et al. 2009: 177-194,
D-137/5,LEAD00095,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Weight,iron handle,,Roman Empire,,,-30,500,,,,,,,,X,18.374,,15.591,,38.071,,0.859,,2.098,,,,,,Bode et al. 2009: 177-194,
D-137/6,LEAD00096,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Weight,Oval,,Roman Empire,,,-30,500,,,,,,,,X,18.378,,15.602,,38.322,,0.8491,,2.086,,,,,,Bode et al. 2009: 177-194,
D-137/7,LEAD00097,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Weight,,,Roman Empire,,,-30,500,,,,,,,,X,18.25,,15.618,,38.353,,0.8498,,2.087,,,,,,Bode et al. 2009: 177-194,
D-137/8,LEAD00098,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Weight,central hole,,Roman Empire,,,-30,500,,,,,,,,X,18.35,,15.59,,38.16,,0.8543,,2.091,,,,,,Bode et al. 2009: 177-194,
D-137/9,LEAD00099,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Weight,,,Roman Empire,,,-30,500,,,,,,,,X,18.347,,15.596,,38.279,,0.8499,,2.086,,,,,,Bode et al. 2009: 177-194,
D-137/10,LEAD00100,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,Rectangular object with hole,,Roman Empire,,,-30,500,,,,,,,,X,18.272,,15.598,,38.27,,0.8502,,2.086,,,,,,Bode et al. 2009: 177-194,
D-137/11,LEAD00101,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Slag / Melting waste,,,Roman Empire,,,-30,500,,,,,,,,X,18.33,,15.586,,38.171,,0.853,,2.089,,,,,,Bode et al. 2009: 177-194,
D-137/12,LEAD00102,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Weight,,,Roman Empire,,,-30,500,,,,,,,,X,18.301,,15.592,,38.25,,0.8506,,2.087,,,,,,Bode et al. 2009: 177-194,
D-137/13,LEAD00103,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,Object with hole,,Roman Empire,,,-30,500,,,,,,,,X,18.306,,15.597,,38.23,,0.8523,,2.089,,,,,,Bode et al. 2009: 177-194,
D-137/14,LEAD00104,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,Round object,,Roman Empire,,,-30,500,,,,,,,,X,18.361,,15.592,,38.279,,0.8515,,2.087,,,,,,Bode et al. 2009: 177-194,
D-137/15,LEAD00105,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,,,Roman Empire,,,-30,500,,,,,,,,X,18.256,,15.642,,38.443,,0.8492,,2.085,,,,,,Bode et al. 2009: 177-194,
D-137/16,LEAD00106,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Disk ,central hole,,Roman Empire,,,-30,500,,,,,,,,X,18.328,,15.584,,38.145,,0.8536,,2.089,,,,,,Bode et al. 2009: 177-194,
D-137/17,LEAD00107,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,,,Roman Empire,,,-30,500,,,,,,,,X,18.358,,15.647,,38.239,,0.851,,2.086,,,,,,Bode et al. 2009: 177-194,
D-137/18,LEAD00108,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,Rectangular object,,Roman Empire,,,-30,500,,,,,,,,X,18.159,,15.616,,38.336,,0.8506,,2.088,,,,,,Bode et al. 2009: 177-194,
D-137/19,LEAD00109,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Weight,,,Roman Empire,,,-30,500,,,,,,,,X,18.164,,15.621,,38.342,,0.8511,,2.089,,,,,,Bode et al. 2009: 177-194,
D-137/20,LEAD00110,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,,,Roman Empire,,,-30,500,,,,,,,,X,18.17,,15.582,,38.05,,0.8581,,2.095,,,,,,Bode et al. 2009: 177-194,
D-137/21,LEAD00111,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Ingot,,L(egio) XIX,Roman Empire,,,-30,500,,,,,,,,X,18.18,,15.602,,38.108,,0.859,,2.098,,,,,,Bode et al. 2009: 177-194,
D-137/22,LEAD00112,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Pipe,,,Roman Empire,,,-30,500,,,,,,,,X,18.149,,15.597,,38.11,,0.8585,,2.098,,,,,,Bode et al. 2009: 177-194,
D-137/23,LEAD00113,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Top cover,,,Roman Empire,,,-30,500,,,,,,,,X,18.15,,15.603,,38.122,,0.8583,,2.097,,,,,,Bode et al. 2009: 177-194,
D-137/24,LEAD00114,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Slag / Melting waste,,,Roman Empire,,,-30,500,,,,,,,,X,18.167,,15.595,,38.087,,0.8593,,2.099,,,,,,Bode et al. 2009: 177-194,
D-137/25,LEAD00115,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Slag / Melting waste,,,Roman Empire,,,-30,500,,,,,,,,X,18.378,,15.593,,38.092,,0.8591,,2.099,,,,,,Bode et al. 2009: 177-194,
D-137/26,LEAD00116,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Slag / Melting waste,,,Roman Empire,,,-30,500,,,,,,,,X,18.389,,15.59,,38.087,,0.8582,,2.097,,,,,,Bode et al. 2009: 177-194,
D-137/27,LEAD00117,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,,,Roman Empire,,,-30,500,,,,,,,,X,18.338,,15.604,,38.333,,0.849,,2.086,,,,,,Bode et al. 2009: 177-194,
D-137/28,LEAD00118,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,,,Roman Empire,,,-30,500,,,,,,,,X,18.235,,15.621,,38.412,,0.8495,,2.089,,,,,,Bode et al. 2009: 177-194,
D-137/29,LEAD00119,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Ring,,,Roman Empire,,,-30,500,,,,,,,,X,18.685,,15.613,,38.312,,0.8514,,2.089,,,,,,Bode et al. 2009: 177-194,
D-137/30,LEAD00120,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,,,Roman Empire,,,-30,500,,,,,,,,X,18.14,,15.605,,38.183,,0.8558,,2.094,,,,,,Bode et al. 2009: 177-194,
D-137/31,LEAD00121,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Disk ,iron fiting,,Roman Empire,,,-30,500,,,,,,,,X,18.373,,15.662,,39.12,,0.8382,,2.084,,,,,,Bode et al. 2009: 177-194,
D-137/32,LEAD00122,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Sling bullet,,,Roman Empire,,,-30,500,,,,,,,,X,18.335,,15.622,,38.205,,0.8577,,2.098,,,,,,Bode et al. 2009: 177-194,
D-137/33,LEAD00123,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Sling bullet,,,Roman Empire,,,-30,500,,,,,,,,X,18.147,,15.605,,38.336,,0.8494,,2.087,,,,,,Bode et al. 2009: 177-194,
D-137/34,LEAD00124,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Weight,,,Roman Empire,,,-30,500,,,,,,,,X,18.722,,15.607,,38.29,,0.8512,,2.088,,,,,,Bode et al. 2009: 177-194,
D-137/35,LEAD00125,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Weight,,,Roman Empire,,,-30,500,,,,,,,,X,18.397,,15.592,,38.071,,0.8592,,2.098,,,,,,Bode et al. 2009: 177-194,
D-137/36,LEAD00126,1,,,Haltern,Haltern,51.75193,7.18138,Rechlinghausen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Weight,,,Roman Empire,,,-30,500,,,,,,,,X,18.365,,15.688,,38.018,,0.8379,,2.084,,,,,,Bode et al. 2009: 177-194,
D-203/1,LEAD00127,1,,,Oberaden,Oberaden,51.61435,7.58549,Bergkamen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Slag / Melting waste,,,Roman Empire,,,-30,500,,,,,,,,X,18.396,,15.626,,38.402,,0.8494,,2.087,,,,,,Bode et al. 2009: 177-194,
D-203/2,LEAD00128,1,,,Oberaden,Oberaden,51.61435,7.58549,Bergkamen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Plate ,,,Roman Empire,,,-30,500,,,,,,,,X,18.365,,15.616,,38.34,,0.8504,,2.088,,,,,,Bode et al. 2009: 177-194,
D-203/3,LEAD00129,1,,,Oberaden,Oberaden,51.61435,7.58549,Bergkamen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Plate ,,,Roman Empire,,,-30,500,,,,,,,,X,18.396,,15.647,,38.44,,0.8506,,2.09,,,,,,Bode et al. 2009: 177-194,
D-203/4,LEAD00130,1,,,Oberaden,Oberaden,51.61435,7.58549,Bergkamen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Plate ,,,Roman Empire,,,-30,500,,,,,,,,X,18.374,,15.635,,38.407,,0.8509,,2.09,,,,,,Bode et al. 2009: 177-194,
D-203/5,LEAD00131,1,,,Oberaden,Oberaden,51.61435,7.58549,Bergkamen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Slag / Melting waste,,,Roman Empire,,,-30,500,,,,,,,,X,18.38,,15.619,,38.374,,0.8498,,2.088,,,,,,Bode et al. 2009: 177-194,
D-203/6,LEAD00132,1,,,Oberaden,Oberaden,51.61435,7.58549,Bergkamen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,,,Roman Empire,,,-30,500,,,,,,,,X,18.372,,15.626,,38.365,,0.8505,,2.088,,,,,,Bode et al. 2009: 177-194,
D-203/7,LEAD00133,1,,,Oberaden,Oberaden,51.61435,7.58549,Bergkamen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Ring,,,Roman Empire,,,-30,500,,,,,,,,X,18.324,,15.63,,38.382,,0.853,,2.095,,,,,,Bode et al. 2009: 177-194,
D-203/8,LEAD00134,1,,,Oberaden,Oberaden,51.61435,7.58549,Bergkamen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,,,Roman Empire,,,-30,500,,,,,,,,X,18.398,,15.653,,38.627,,0.8508,,2.1,,,,,,Bode et al. 2009: 177-194,
D-203/9,LEAD00135,1,,,Oberaden,Oberaden,51.61435,7.58549,Bergkamen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Slag / Melting waste,,,Roman Empire,,,-30,500,,,,,,,,X,18.378,,15.634,,38.394,,0.8507,,2.089,,,,,,Bode et al. 2009: 177-194,
D-203/10,LEAD00136,1,,,Oberaden,Oberaden,51.61435,7.58549,Bergkamen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,,,Roman Empire,,,-30,500,,,,,,,,X,18.378,,15.639,,38.415,,0.8509,,2.09,,,,,,Bode et al. 2009: 177-194,
D-203/11,LEAD00137,1,,,Oberaden,Oberaden,51.61435,7.58549,Bergkamen,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Plate ,,,Roman Empire,,,-30,500,,,,,,,,X,18.371,,15.623,,38.369,,0.8504,,2.089,,,,,,Bode et al. 2009: 177-194,
D-204/1,LEAD00138,1,,,Anreppen,Anreppen,51.74469,8.58875,Stadtteil,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,Longish object,,Roman Empire,,,-30,500,,,,,,,,X,18.17,,15.61,,38.133,,0.8591,,2.099,,,,,,Bode et al. 2009: 177-194,
D-204/2,LEAD00139,1,,,Anreppen,Anreppen,51.74469,8.58875,Stadtteil,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Plate ,,,Roman Empire,,,-30,500,,,,,,,,X,18.253,,15.639,,38.289,,0.8568,,2.098,,,,,,Bode et al. 2009: 177-194,
D-204/3,LEAD00140,1,,,Anreppen,Anreppen,51.74469,8.58875,Stadtteil,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,,,Roman Empire,,,-30,500,,,,,,,,X,18.218,,15.648,,38.275,,0.859,,2.101,,,,,,Bode et al. 2009: 177-194,
D-204/4,LEAD00141,1,,,Anreppen,Anreppen,51.74469,8.58875,Stadtteil,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,,,Roman Empire,,,-30,500,,,,,,,,X,18.17,,15.616,,38.155,,0.8594,,2.1,,,,,,Bode et al. 2009: 177-194,
D-204/5,LEAD00142,1,,,Anreppen,Anreppen,51.74469,8.58875,Stadtteil,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,,,Roman Empire,,,-30,500,,,,,,,,X,18.343,,15.63,,38.36,,0.8521,,2.091,,,,,,Bode et al. 2009: 177-194,
D-204/6,LEAD00143,1,,,Anreppen,Anreppen,51.74469,8.58875,Stadtteil,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,,,Roman Empire,,,-30,500,,,,,,,,X,18.218,,15.604,,38.173,,0.8566,,2.095,,,,,,Bode et al. 2009: 177-194,
D-204/7,LEAD00144,1,,,Anreppen,Anreppen,51.74469,8.58875,Stadtteil,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,,,Roman Empire,,,-30,500,,,,,,,,X,18.357,,15.623,,38.351,,0.851,,2.089,,,,,,Bode et al. 2009: 177-194,
D-204/8,LEAD00145,1,,,Anreppen,Anreppen,51.74469,8.58875,Stadtteil,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Slag / Melting waste,,,Roman Empire,,,-30,500,,,,,,,,X,18.299,,15.628,,38.311,,0.854,,2.094,,,,,,Bode et al. 2009: 177-194,
D-204/9,LEAD00146,1,,,Anreppen,Anreppen,51.74469,8.58875,Stadtteil,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Slag / Melting waste,,,Roman Empire,,,-30,500,,,,,,,,X,18.504,,15.613,,38.469,,0.8438,,2.079,,,,,,Bode et al. 2009: 177-194,
D-204/10,LEAD00147,1,,,Anreppen,Anreppen,51.74469,8.58875,Stadtteil,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,,,Roman Empire,,,-30,500,,,,,,,,X,18.296,,15.643,,38.336,,0.855,,2.095,,,,,,Bode et al. 2009: 177-194,
D-204/12,LEAD00148,1,,,Anreppen,Anreppen,51.74469,8.58875,Stadtteil,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Wedge,,,Roman Empire,,,-30,500,,,,,,,,X,18.175,,15.62,,38.174,,0.8594,,2.1,,,,,,Bode et al. 2009: 177-194,
D-204/13,LEAD00149,1,,,Anreppen,Anreppen,51.74469,8.58875,Stadtteil,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,,,Roman Empire,,,-30,500,,,,,,,,X,18.181,,15.58,,38.09,,0.857,,2.095,,,,,,Bode et al. 2009: 177-194,
D-204/14,LEAD00150,1,,,Anreppen,Anreppen,51.74469,8.58875,Stadtteil,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Plate ,,,Roman Empire,,,-30,500,,,,,,,,X,18.373,,15.618,,38.371,,0.8501,,2.088,,,,,,Bode et al. 2009: 177-194,
D-204/15,LEAD00151,1,,,Anreppen,Anreppen,51.74469,8.58875,Stadtteil,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Slag / Melting waste,,,Roman Empire,,,-30,500,,,,,,,,X,18.194,,15.604,,38.152,,0.8577,,2.097,,,,,,Bode et al. 2009: 177-194,
D-204/16,LEAD00152,1,,,Anreppen,Anreppen,51.74469,8.58875,Stadtteil,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Bar,,,Roman Empire,,,-30,500,,,,,,,,X,18.275,,15.607,,38.246,,0.854,,2.093,,,,,,Bode et al. 2009: 177-194,
D-204/17,LEAD00153,1,,,Anreppen,Anreppen,51.74469,8.58875,Stadtteil,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Slag / Melting waste,,,Roman Empire,,,-30,500,,,,,,,,X,18.166,,15.596,,38.095,,0.8585,,2.097,,,,,,Bode et al. 2009: 177-194,
D-204/18,LEAD00154,1,,,Anreppen,Anreppen,51.74469,8.58875,Stadtteil,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Pipe,,,Roman Empire,,,-30,500,,,,,,,,X,18.33,,15.599,,38.263,,0.851,,2.087,,,,,,Bode et al. 2009: 177-194,
D-204/19,LEAD00155,1,,,Anreppen,Anreppen,51.74469,8.58875,Stadtteil,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,Longish object,,Roman Empire,,,-30,500,,,,,,,,X,18.204,,15.603,,38.162,,0.8571,,2.096,,,,,,Bode et al. 2009: 177-194,
D-204/20,LEAD00156,1,,,Anreppen,Anreppen,51.74469,8.58875,Stadtteil,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Slag / Melting waste,,,Roman Empire,,,-30,500,,,,,,,,X,18.181,,15.588,,38.108,,0.8574,,2.096,,,,,,Bode et al. 2009: 177-194,
D-204/21,LEAD00157,1,,,Anreppen,Anreppen,51.74469,8.58875,Stadtteil,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,,,Roman Empire,,,-30,500,,,,,,,,X,18.361,,15.598,,38.314,,0.8495,,2.087,,,,,,Bode et al. 2009: 177-194,
D-204/22,LEAD00158,1,,,Anreppen,Anreppen,51.74469,8.58875,Stadtteil,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,Rectangular longish object,,Roman Empire,,,-30,500,,,,,,,,X,18.387,,15.623,,38.407,,0.8497,,2.089,,,,,,Bode et al. 2009: 177-194,
D-204/23,LEAD00159,1,,,Anreppen,Anreppen,51.74469,8.58875,Stadtteil,Germany,Eiffel / Sauerland / Bergische land,,,,,Lead,Slag / Melting waste,,,Roman Empire,,,-30,500,,,,,,,,X,18.348,,15.62,,38.342,,0.8513,,2.09,,,,,,Bode et al. 2009: 177-194,
D-213/1,LEAD00160,1,,,,,,,,,Eiffel / Sauerland / Bergische land,,,,,Lead,Stamp,concentric rings,,Roman Empire,,,-30,500,,,,,,,,X,18.424,,15.612,,38.392,,0.8474,,2.084,,,,,,Bode et al. 2009: 177-194,
D-213/2,LEAD00161,1,,,,,,,,,Eiffel / Sauerland / Bergische land,,,,,Lead,Slag / Melting waste,,,Roman Empire,,,-30,500,,,,,,,,X,18.354,,15.622,,38.354,,0.8512,,2.09,,,,,,Bode et al. 2009: 177-194,
D-135/1,LEAD00162,1,,,Bad Sassendorf-Heppen,Heppen,51.5982,8.14826,Limburg,Belgium,Eiffel / Sauerland / Bergische land,,,,,Lead,Undefined object,,,Roman Empire,,,-30,500,,,,,,,,X,18.332,,15.605,,38.272,,0.8513,,2.088,,,,,,Bode et al. 2009: 177-194,
